order_id,order_date,customer_name,city,product,product_type,payment_type,order_value,delay,attempts,risk,status,action
ORD00171,2026-04-12,Pooja Iyer,Ahmedabad,Customized 1 Litre Bottle,1L Water Bottle,COD,1199,5,2,High,Returned,Call Customer
ORD00172,2026-04-12,Geeta Verma,Vadodara,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1183,8,5,Medium,Delivered,Send Reminder
ORD00173,2026-04-12,Priya Bose,Nagpur,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,928,5,3,Medium,Delivered,Send Reminder
ORD00174,2026-04-12,Nisha Jain,Bangalore,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1066,12,5,Medium,Delivered,Send Reminder
ORD00175,2026-04-12,Amit Patel,Delhi,Customized 1 Litre Bottle,1L Water Bottle,UPI,1199,2,4,Low,Delivered,Normal Delivery
ORD00176,2026-04-12,Aman Kumar,Delhi,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1083,4,2,Medium,Delivered,Send Reminder
ORD00177,2026-04-12,Amit Saxena,Nagpur,Customized 1 Litre Bottle,1L Water Bottle,COD,1199,6,5,Medium,Delivered,Send Reminder
ORD00178,2026-04-12,Varun Pillai,Jaipur,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,883,12,1,Medium,Delivered,Send Reminder
ORD00179,2026-04-12,Gaurav Pillai,Mumbai,Customized TintCup Coffee Cup 350ml,Coffee Cups,UPI,1049,6,4,Medium,Delivered,Send Reminder
ORD00180,2026-04-12,Sneha Srivastava,Hyderabad,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1096,8,3,Low,Delivered,Normal Delivery
ORD00181,2026-04-12,Sneha Rao,Pune,Borosilicate Glass Water Bottle 750ml,Water Bottle,Debit Card,889,4,3,High,Delivered,Call Customer
ORD00182,2026-04-12,Manish Dubey,Bangalore,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1124,11,4,Medium,Delivered,Send Reminder
ORD00183,2026-04-12,Nidhi Kapoor,Jaipur,Borosilicate Glass Lunch Box 300ml,300ml Lunch Box,Credit Card,709,6,3,Medium,Delivered,Send Reminder
ORD00184,2026-04-12,Priya Nair,Delhi,GlassUp Lunch Box Set of 3 (500ml) without Bag,500ml Lunch Box Combos,UPI,2299,12,2,Medium,Delivered,Send Reminder
ORD00185,2026-04-12,Gaurav Gupta,Delhi,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1161,5,3,Low,Delivered,Normal Delivery
ORD00186,2026-04-12,Rohan Jain,Kolkata,Customized 1 Litre Bottle,1L Water Bottle,UPI,1199,5,4,Low,Delivered,Normal Delivery
ORD00187,2026-04-12,Rekha Chatterjee,Bangalore,GlassUp Lunch Box Set of 3 (500ml) with Bag,500ml Lunch Box Combos,COD,2734,1,1,High,Delivered,Call Customer
ORD00188,2026-04-12,Rekha Kumar,Chennai,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,995,7,2,High,Returned,Call Customer
ORD00189,2026-04-12,Deepak Bose,Delhi,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,894,11,4,High,Delivered,Call Customer
ORD00190,2026-04-12,Vikram Chauhan,Chennai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1065,2,2,High,Returned,Call Customer
ORD00191,2026-04-12,Geeta Das,Vadodara,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1080,7,1,High,Returned,Call Customer
ORD00192,2026-04-12,Ritu Shah,Surat,TintCup Glass Coffee Cup 350ml,Coffee Cups,UPI,958,1,1,Medium,Delivered,Send Reminder
ORD00193,2026-04-12,Rohan Jain,Ahmedabad,TintCup Glass Coffee Cup 350ml,Coffee Cups,UPI,990,13,5,Low,Delivered,Normal Delivery
ORD00194,2026-04-12,Manish Jain,Vadodara,Customized 1 Litre Bottle,1L Water Bottle,UPI,1199,10,5,Medium,Delivered,Send Reminder
ORD00195,2026-04-12,Anita Kapoor,Lucknow,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,991,12,2,Medium,Delivered,Send Reminder
ORD00196,2026-04-12,Seema Tiwari,Delhi,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,985,5,2,High,Returned,Call Customer
ORD00197,2026-04-12,Vikas Pandey,Kota,Customized Borosilicate Glass Bottle 750ml,Water Bottle,COD,979,8,3,Medium,Delivered,Send Reminder
ORD00198,2026-04-12,Kriti Pillai,Chennai,TintCup Glass Coffee Cup 350ml,Coffee Cups,UPI,977,9,2,High,Delivered,Call Customer
ORD00199,2026-04-12,Varun Mishra,Delhi,Glass Lunch Box Set of 3 (300ml) with Bag & Bottle,300ml Lunch Box Combos,Credit Card,2971,10,5,High,Returned,Call Customer
ORD00200,2026-04-12,Aakash Pandey,Jaipur,250ml Glass Baby Feeding Bottle,Baby Bottle,COD,1049,7,5,Medium,Delivered,Send Reminder
ORD00201,2026-04-12,Rohan Kapoor,Hyderabad,Customized 1 Litre Bottle,1L Water Bottle,Credit Card,1199,4,4,Medium,Delivered,Send Reminder
ORD00202,2026-04-12,Deepak Bose,Pune,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1089,9,2,High,Returned,Call Customer
ORD00203,2026-04-12,Sunita Singh,Delhi,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1151,5,2,Medium,Delivered,Send Reminder
ORD00204,2026-04-12,Kavya Reddy,Pune,TintCup Glass Coffee Cup 350ml,Coffee Cups,COD,933,6,5,High,Returned,Call Customer
ORD00205,2026-04-12,Rekha Tripathi,Bangalore,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,983,12,2,Medium,Delivered,Send Reminder
ORD00206,2026-04-12,Kavya Mishra,Nagpur,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1176,6,5,High,Returned,Call Customer
ORD00207,2026-04-12,Aakash Sharma,Bangalore,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1198,14,4,Medium,Delivered,Send Reminder
ORD00208,2026-04-12,Preeti Das,Kota,Customized 1 Litre Bottle,1L Water Bottle,COD,1199,11,3,Low,Delivered,Normal Delivery
ORD00209,2026-04-12,Gaurav Dubey,Pune,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1060,8,3,High,Delivered,Call Customer
ORD00210,2026-04-12,Karan Shah,Mumbai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Debit Card,1189,1,2,Medium,Delivered,Send Reminder
ORD00211,2026-04-12,Siddharth Shah,Surat,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,926,12,2,Low,Delivered,Normal Delivery
ORD00212,2026-04-12,Meera Jain,Hyderabad,Customized 1 Litre Bottle,1L Water Bottle,COD,1199,5,4,High,Returned,Call Customer
ORD00213,2026-04-12,Vikram Kulkarni,Bangalore,Customized 1 Litre Bottle,1L Water Bottle,UPI,1199,9,3,High,Returned,Call Customer
ORD00214,2026-04-12,Suresh Pandey,Bangalore,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Credit Card,1193,10,1,Medium,Delivered,Send Reminder
ORD00215,2026-04-12,Amit Saxena,Surat,Customized Borosilicate Glass Bottle 750ml,Water Bottle,UPI,979,0,5,Medium,Delivered,Send Reminder
ORD00216,2026-04-12,Nidhi Chatterjee,Chennai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1197,2,5,Medium,Delivered,Send Reminder
ORD00217,2026-04-12,Siddharth Verma,Lucknow,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,897,11,1,Medium,Delivered,Send Reminder
ORD00218,2026-04-12,Vikram Ghosh,Pune,Customized Borosilicate Glass Bottle 750ml,Water Bottle,COD,979,3,4,Medium,Delivered,Send Reminder
ORD00219,2026-04-12,Geeta Rao,Nagpur,Customized 1 Litre Bottle,1L Water Bottle,UPI,1199,2,5,High,Delivered,Call Customer
ORD00220,2026-04-12,Manoj Pillai,Chandigarh,Glass Lunch Box Set of 3 (300ml) with Bag,300ml Lunch Box Combos,UPI,2169,2,4,Medium,Delivered,Send Reminder
ORD00221,2026-04-12,Ishaan Ghosh,Chennai,Customized 1 Litre Bottle,1L Water Bottle,UPI,1199,10,3,Low,Delivered,Normal Delivery
ORD00222,2026-04-12,Rekha Rao,Patna,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,903,4,3,High,Delivered,Call Customer
ORD00223,2026-04-12,Anjali Chatterjee,Bangalore,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Debit Card,1171,4,3,Low,Delivered,Normal Delivery
ORD00224,2026-04-12,Aakash Gupta,Vadodara,Borosilicate Glass Water Bottle 750ml,Water Bottle,Credit Card,993,12,2,Low,Delivered,Normal Delivery
ORD00225,2026-04-12,Amit Mishra,Patna,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1122,10,3,Low,Delivered,Normal Delivery
ORD00226,2026-04-12,Karan Agarwal,Lucknow,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1100,4,2,Medium,Delivered,Send Reminder
ORD00227,2026-04-12,Neha Malhotra,Mumbai,Pack of 4 Stainless Steel Straws,Straws,UPI,349,10,2,Medium,Delivered,Send Reminder
ORD00228,2026-04-12,Geeta Reddy,Bangalore,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,931,2,1,Medium,Delivered,Send Reminder
ORD00229,2026-04-12,Aakash Rao,Ahmedabad,TintCup Glass Coffee Cup 350ml,Coffee Cups,Credit Card,951,10,2,Medium,Delivered,Send Reminder
ORD00230,2026-04-12,Ravi Gupta,Mumbai,Customized 1 Litre Bottle,1L Water Bottle,COD,1199,10,5,Low,Delivered,Normal Delivery
ORD00231,2026-04-12,Preeti Kulkarni,Indore,125ml Glass Baby Feeding Bottle,Baby Bottle,COD,999,2,1,Low,Delivered,Normal Delivery
ORD00232,2026-04-12,Rahul Pandey,Bhopal,Borosilicate Glass Water Bottle 750ml,Water Bottle,Debit Card,902,14,1,Low,Delivered,Normal Delivery
ORD00233,2026-04-12,Seema Kulkarni,Kolkata,Borosilicate Glass Water Bottle 750ml,Water Bottle,Debit Card,951,7,5,Medium,Delivered,Send Reminder
ORD00234,2026-04-12,Nisha Reddy,Bhopal,Borosilicate Glass Water Bottle 750ml,Water Bottle,Credit Card,992,3,1,Medium,Delivered,Send Reminder
ORD00235,2026-04-12,Pooja Shah,Kolkata,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1166,5,3,High,Delivered,Call Customer
ORD00236,2026-04-12,Vikas Ghosh,Lucknow,Customized Borosilicate Glass Bottle 750ml,Water Bottle,UPI,979,10,1,High,Delivered,Call Customer
ORD00237,2026-04-12,Nisha Pandey,Bhopal,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1131,7,3,Medium,Delivered,Send Reminder
ORD00238,2026-04-12,Neha Singh,Jaipur,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1198,11,2,Medium,Delivered,Send Reminder
ORD00239,2026-04-12,Anjali Tiwari,Hyderabad,Customized 1 Litre Bottle,1L Water Bottle,COD,1199,14,3,Medium,Delivered,Send Reminder
ORD00240,2026-04-12,Suresh Ghosh,Kolkata,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1143,2,4,High,Returned,Call Customer
ORD00241,2026-04-12,Yash Iyer,Jaipur,Customized TintCup Coffee Cup 350ml,Coffee Cups,Credit Card,1049,12,2,Low,Delivered,Normal Delivery
ORD00242,2026-04-12,Geeta Kumar,Pune,GlassUp Set of 2 with Bag & Bottle,500ml Lunch Box Combos,UPI,3066,9,1,High,Delivered,Call Customer
ORD00243,2026-04-12,Divya Kulkarni,Chennai,Kid's Bento Box - Customizable,Kids,COD,2145,7,1,Low,Delivered,Normal Delivery
ORD00244,2026-04-12,Sunita Kapoor,Nagpur,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,890,2,5,High,Returned,Call Customer
ORD00245,2026-04-12,Rahul Mishra,Hyderabad,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Credit Card,1192,6,3,Low,Delivered,Normal Delivery
ORD00246,2026-04-12,Rohan Ghosh,Delhi,Borosilicate Glass Lunch Box 300ml,300ml Lunch Box,COD,847,8,1,Low,Delivered,Normal Delivery
ORD00247,2026-04-12,Gaurav Dubey,Mumbai,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,883,10,4,High,Returned,Call Customer
ORD00248,2026-04-12,Vikas Bose,Kota,Pack of 4 Stainless Steel Straws,Straws,Credit Card,349,10,5,Medium,Delivered,Send Reminder
ORD00249,2026-04-12,Rahul Verma,Delhi,Replacement Lid for 1L Motivational Bottle,1L Water Bottle,Debit Card,300,2,2,Medium,Delivered,Send Reminder
ORD00250,2026-04-12,Kavya Tripathi,Hyderabad,GlassUp Lunch Box 500ml,500ml Lunch Box,UPI,875,6,2,Medium,Delivered,Send Reminder
ORD00251,2026-04-12,Aman Thakur,Mumbai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1137,12,1,Low,Delivered,Normal Delivery
ORD00252,2026-04-12,Yash Gupta,Jaipur,Borosilicate Glass Water Bottle 750ml,Water Bottle,Credit Card,957,3,1,High,Delivered,Call Customer
ORD00253,2026-04-12,Rajesh Chauhan,Kolkata,GlassUp Lunch Box 500ml,500ml Lunch Box,UPI,913,11,1,High,Returned,Call Customer
ORD00254,2026-04-12,Harsh Rao,Mumbai,Borosilicate Glass Water Bottle 750ml,Water Bottle,Credit Card,948,8,3,High,Delivered,Call Customer
ORD00255,2026-04-12,Kriti Chauhan,Kolkata,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1196,4,2,Medium,Delivered,Send Reminder
ORD00256,2026-04-12,Nidhi Srivastava,Bangalore,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,931,14,2,Low,Delivered,Normal Delivery
ORD00257,2026-04-12,Seema Rao,Chennai,Customized TintCup Coffee Cup 350ml,Coffee Cups,COD,1049,10,4,Medium,Delivered,Send Reminder
ORD00258,2026-04-12,Kavya Chauhan,Ahmedabad,Customized Borosilicate Glass Bottle 750ml,Water Bottle,COD,979,2,5,High,Returned,Call Customer
ORD00259,2026-04-12,Suresh Thakur,Kota,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,917,0,5,Medium,Delivered,Send Reminder
ORD00260,2026-04-12,Swati Iyer,Hyderabad,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1191,5,1,High,Returned,Call Customer
ORD00261,2026-04-12,Rohan Kumar,Chennai,Customized 1 Litre Bottle,1L Water Bottle,Credit Card,1199,6,5,High,Delivered,Call Customer
ORD00262,2026-04-12,Divya Pillai,Surat,Baby Feeding Bottle Teat,Accessories,UPI,189,3,4,Medium,Delivered,Send Reminder
ORD00263,2026-04-12,Amit Agarwal,Patna,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1126,11,1,Low,Delivered,Normal Delivery
ORD00264,2026-04-12,Aakash Chatterjee,Kolkata,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,968,8,3,Low,Delivered,Normal Delivery
ORD00265,2026-04-12,Rekha Tripathi,Hyderabad,GlassUp Lunch Box Set of 3 (500ml) without Bag,500ml Lunch Box Combos,UPI,2299,5,5,Medium,Delivered,Send Reminder
ORD00266,2026-04-12,Divya Das,Delhi,Customized Borosilicate Glass Bottle 750ml,Water Bottle,Debit Card,979,13,3,Medium,Delivered,Send Reminder
ORD00267,2026-04-12,Priya Saxena,Bangalore,Customized Borosilicate Glass Bottle 750ml,Water Bottle,COD,979,11,2,Low,Delivered,Normal Delivery
ORD00268,2026-04-12,Siddharth Pillai,Chennai,Customized Borosilicate Glass Bottle 750ml,Water Bottle,UPI,979,4,2,Low,Delivered,Normal Delivery
ORD00269,2026-04-12,Nikhil Kulkarni,Bangalore,Borosilicate Glass Water Bottle 750ml,Water Bottle,Credit Card,908,10,3,Medium,Delivered,Send Reminder
ORD00270,2026-04-12,Rekha Patel,Hyderabad,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1174,2,5,Medium,Delivered,Send Reminder
ORD00271,2026-04-12,Aman Mehta,Indore,125ml Glass Baby Feeding Bottle,Baby Bottle,UPI,999,0,5,Medium,Delivered,Send Reminder
ORD00272,2026-04-12,Nidhi Chauhan,Bhopal,125ml Glass Baby Feeding Bottle,Baby Bottle,UPI,999,6,2,Low,Delivered,Normal Delivery
ORD00273,2026-04-12,Ishaan Ghosh,Ahmedabad,GlassUp Lunch Box 500ml,500ml Lunch Box,COD,816,5,1,Medium,Delivered,Send Reminder
ORD00274,2026-04-12,Seema Yadav,Hyderabad,Kid's Bento Box - Customizable,Kids,COD,2167,0,1,Medium,Delivered,Send Reminder
ORD00275,2026-04-12,Pooja Malhotra,Vadodara,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,947,10,4,Low,Delivered,Normal Delivery
ORD00276,2026-04-12,Simran Shah,Delhi,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,996,8,3,High,Returned,Call Customer
ORD00277,2026-04-12,Ritu Iyer,Delhi,125ml Glass Baby Feeding Bottle,Baby Bottle,Debit Card,999,3,2,Medium,Delivered,Send Reminder
ORD00278,2026-04-12,Gaurav Chatterjee,Ahmedabad,Customized 1 Litre Bottle,1L Water Bottle,Credit Card,1199,1,4,Low,Delivered,Normal Delivery
ORD00279,2026-04-12,Anita Pillai,Chennai,Customized Borosilicate Glass Bottle 750ml,Water Bottle,COD,979,2,1,High,Returned,Call Customer
ORD00280,2026-04-12,Divya Ghosh,Chennai,125ml Glass Baby Feeding Bottle,Baby Bottle,Credit Card,999,8,1,High,Delivered,Call Customer
ORD00281,2026-04-12,Harsh Gupta,Delhi,TintCup Glass Coffee Cup 350ml,Coffee Cups,COD,933,14,5,Low,Delivered,Normal Delivery
ORD00282,2026-04-12,Preeti Mehta,Indore,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,901,9,2,Low,Delivered,Normal Delivery
ORD00283,2026-04-12,Nisha Chatterjee,Mumbai,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,917,6,5,Low,Delivered,Normal Delivery
ORD00284,2026-04-12,Karan Srivastava,Surat,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1084,11,3,High,Delivered,Call Customer
ORD00285,2026-04-12,Deepak Verma,Lucknow,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,908,9,4,Low,Delivered,Normal Delivery
ORD00286,2026-04-12,Pooja Chatterjee,Surat,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1118,8,4,High,Returned,Call Customer
ORD00287,2026-04-12,Meera Chatterjee,Surat,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,889,1,1,High,Returned,Call Customer
ORD00288,2026-04-12,Sneha Sharma,Surat,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,970,5,1,Medium,Delivered,Send Reminder
ORD00289,2026-04-12,Rajesh Thakur,Pune,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1127,1,2,High,Returned,Call Customer
ORD00290,2026-04-12,Rahul Tiwari,Delhi,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,892,9,3,High,Returned,Call Customer
ORD00291,2026-04-12,Harsh Reddy,Bangalore,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1154,14,2,Low,Delivered,Normal Delivery
ORD00292,2026-04-12,Anita Yadav,Mumbai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1146,2,1,High,Delivered,Call Customer
ORD00293,2026-04-12,Yash Kumar,Bangalore,GlassUp Lunch Box Set of 3 (500ml) with Bag,500ml Lunch Box Combos,UPI,2706,3,4,Medium,Delivered,Send Reminder
ORD00294,2026-04-12,Gaurav Pillai,Delhi,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,937,5,5,Low,Delivered,Normal Delivery
ORD00295,2026-04-12,Ritu Rao,Bangalore,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Credit Card,1161,9,2,Low,Delivered,Normal Delivery
ORD00296,2026-04-12,Aakash Kulkarni,Bhopal,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,956,6,3,Medium,Delivered,Send Reminder
ORD00297,2026-04-12,Swati Singh,Patna,250ml Glass Baby Feeding Bottle,Baby Bottle,UPI,1049,4,4,Medium,Delivered,Send Reminder
ORD00298,2026-04-12,Sunita Mishra,Mumbai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Debit Card,1193,12,5,High,Delivered,Call Customer
ORD00299,2026-04-12,Rekha Jain,Pune,Customized 1 Litre Bottle,1L Water Bottle,COD,1199,13,4,Medium,Delivered,Send Reminder
ORD00300,2026-04-12,Rohan Dubey,Mumbai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1126,12,4,Low,Delivered,Normal Delivery
ORD00301,2026-04-12,Manoj Gupta,Chennai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1171,13,4,Low,Delivered,Normal Delivery
ORD00302,2026-04-12,Karan Agarwal,Patna,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,980,9,1,Low,Delivered,Normal Delivery
ORD00303,2026-04-12,Nisha Srivastava,Ahmedabad,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,963,9,4,Medium,Delivered,Send Reminder
ORD00304,2026-04-12,Rajesh Das,Delhi,Customized 1 Litre Bottle,1L Water Bottle,COD,1199,11,5,High,Delivered,Call Customer
ORD00305,2026-04-12,Manish Verma,Pune,Customized Borosilicate Glass Bottle 750ml,Water Bottle,UPI,979,8,2,Medium,Delivered,Send Reminder
ORD00306,2026-04-12,Meera Bose,Hyderabad,Canvas Eco-Friendly Lunch Bag,Lunch Bag,COD,449,1,1,Low,Delivered,Normal Delivery
ORD00307,2026-04-12,Karan Dubey,Bangalore,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,918,5,4,Medium,Delivered,Send Reminder
ORD00308,2026-04-12,Priya Pillai,Ahmedabad,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,971,12,1,Medium,Delivered,Send Reminder
ORD00309,2026-04-12,Geeta Reddy,Kolkata,125ml Glass Baby Feeding Bottle,Baby Bottle,UPI,999,11,2,High,Delivered,Call Customer
ORD00310,2026-04-12,Nidhi Srivastava,Chennai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Debit Card,1133,6,2,High,Delivered,Call Customer
ORD00311,2026-04-12,Rahul Mishra,Delhi,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,929,9,4,High,Returned,Call Customer
ORD00312,2026-04-12,Manoj Patel,Mumbai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1101,9,1,Low,Delivered,Normal Delivery
ORD00313,2026-04-13,Vikas Thakur,Chennai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Debit Card,1123,14,1,Medium,Delivered,Send Reminder
ORD00314,2026-04-13,Kavya Nair,Indore,Replacement Lid for 1L Motivational Bottle,1L Water Bottle,Debit Card,300,2,2,Low,Delivered,Normal Delivery
ORD00315,2026-04-13,Rekha Nair,Ahmedabad,Glass Lunch Box Set of 3 (300ml) without Bag,300ml Lunch Box Combos,Credit Card,1799,10,4,Low,Delivered,Normal Delivery
ORD00316,2026-04-13,Nidhi Iyer,Chennai,Customized Borosilicate Glass Bottle 750ml,Water Bottle,COD,979,7,1,Medium,Delivered,Send Reminder
ORD00317,2026-04-13,Rekha Rao,Hyderabad,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,930,5,4,Low,Delivered,Normal Delivery
ORD00318,2026-04-13,Nidhi Bose,Delhi,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1197,11,4,Low,Delivered,Normal Delivery
ORD00319,2026-04-13,Rekha Yadav,Surat,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1065,13,2,Low,Delivered,Normal Delivery
ORD00320,2026-04-13,Nisha Kapoor,Lucknow,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1131,9,4,Medium,Delivered,Send Reminder
ORD00321,2026-04-13,Rajesh Tripathi,Delhi,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,884,1,2,Medium,Delivered,Send Reminder
ORD00322,2026-04-13,Arjun Yadav,Delhi,Customized Borosilicate Glass Bottle 750ml,Water Bottle,Debit Card,979,11,2,High,Returned,Call Customer
ORD00323,2026-04-13,Preeti Pandey,Delhi,Customized 1 Litre Bottle,1L Water Bottle,COD,1199,10,2,High,Delivered,Call Customer
ORD00324,2026-04-13,Vikas Chauhan,Pune,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1108,3,4,High,Delivered,Call Customer
